latitude,longitude,name,rating,address
49.262487,-123.114397,Elephant Garden Creamery,4.5,"2080 Commercial Dr, Vancouver, BC V5N 1L4, Canada"
49.262487,-123.114397,Indian Roti Kitchen,4.5,"2961 Cambie Street, Vancouver, BC V5Z 2V7, Canada"
49.262487,-123.114397,Cafe Tica,4.5,"2408 Alberta Street, Vancouver, BC V5Y 3Y6, Canada"
49.262487,-123.114397,Halfday Tea + Flower,4.5,"895  W Broadway, Vancouver, BC V5Z 3T2, Canada"
49.262487,-123.114397,Sushi Hil,4.5,"3330 Main Street, Vancouver, BC V5V 3M7, Canada"
49.262487,-123.114397,Takenaka,4.5,"1370 Georgia Street, Vancouver, BC V5L 2A8, Canada"
49.262487,-123.114397,La Ruota,4.5,"2325 Cambie Street, Vancouver, BC V5Z 2T9, Canada"
49.262487,-123.114397,Simit Bakery,4.5,"191 West Broadway, Vancouver, BC V5Y 1P4, Canada"
49.262487,-123.114397,Uma Sushi,4.5,"450 W 8th Avenue, Vancouver, BC V5Y 1N9, Canada"
49.262487,-123.114397,Maizal RMF,4.5,"2815 Main Street, Vancouver, BC V5T 3G1, Canada"
49.262487,-123.114397,Cafe & Life Co.,4.5,"511 W 7th Avenue, Suite 117, Vancouver, BC V5Z 2T5, Canada"
49.262487,-123.114397,Yu Shang Hot Pot,4.5,"202-950 W Broadway, Vancouver, BC V5Z 1K7, Canada"
49.262487,-123.114397,Gusto A Taste of Italy,4.5,"1610 Salt St, Vancouver, BC V5Y 0E4, Canada"
49.262487,-123.114397,Pokerrito,5.0,"350 W 8th Avenue, Vancouver, BC V5Y 3X2, Canada"
49.262487,-123.114397,Sizzling Wok,4.5,"555 12th Avenue W, Vancouver, BC V5Z 3X7, Canada"
49.262487,-123.114397,Saku,4.0,"548 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.262487,-123.114397,Toshi Sushi,4.0,"181 East 16th Avenue, Vancouver, BC V5T 4R2, Canada"
49.262487,-123.114397,K Cafe,4.0,"2533 Heather Street, Vancouver, BC V5Z 3J2, Canada"
49.262487,-123.114397,La Taqueria Pinche Taco Shop,4.0,"2450 Yukon Street, Vancouver, BC V5Z 3V6, Canada"
49.262487,-123.114397,Passion8 Dessert Cafe,4.0,"3010 Cambie Street, Vancouver, BC V5Z 2V9, Canada"
49.262487,-123.114397,Kind Cafe,4.0,"3080 Main Street, Vancouver, BC V5T 3G5, Canada"
49.262487,-123.114397,Aperture Coffee Bar,4.0,"243 W Broadway, Vancouver, BC V5Y 3L1, Canada"
49.262487,-123.114397,Hokkaido Ramen Santouka,4.0,"558 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.262487,-123.114397,Chouchou Breton Crepes,4.0,"110 Water Street, Vancouver, BC V6B 1B2, Canada"
49.262487,-123.114397,Gyu-Kaku Japanese BBQ,4.0,"#201-950 W. Broadway, Vancouver, BC V5Z 1K7, Canada"
49.262487,-123.114397,Lotus Seed Vegan,4.0,"736 W Broadway, Vancouver, BC V5Z 1G8, Canada"
49.262487,-123.114397,Suyo Modern Peruvian,4.0,"3475 Main Street, Vancouver, BC V5V 3M9, Canada"
49.262487,-123.114397,49th Parallel Coffee,4.0,"2902 Main Street, Vancouver, BC V5T 0C1, Canada"
49.262487,-123.114397,Boca'o Spain in a bite,4.0,"Vancouver, BC V5Y 0B8, Canada"
49.262487,-123.114397,A.Bento,4.0,"656W Broadway, Vancouver, BC V5Z 1G1, Canada"
49.274566,-123.121817,Grab N Go,5.0,"1207 Hamilton Street, Vancouver, BC V6B 5P6, Canada"
49.274566,-123.121817,Caffe Mira,5.0,"1225 Burrard St, Vancouver, BC V6Z 1Z5, Canada"
49.274566,-123.121817,Cardero Cafe,5.0,"1105 Davie St, Vancouver, BC V6E 1N2, Canada"
49.274566,-123.121817,Manoush'eh,5.0,"620 Davie Street, Vancouver, BC V6B 2G5, Canada"
49.274566,-123.121817,Smithe Salad,5.0,"191 Smithe Street, Vancouver, BC V6B 4Z8, Canada"
49.274566,-123.121817,inBtwn Cafe,5.0,"1625 Hornby Street, Suite 101, Vancouver, BC V6Z 2M2, Canada"
49.274566,-123.121817,Incognito Coffee,5.0,"843 Seymour Street, Vancouver, BC V6B 3L4, Canada"
49.274566,-123.121817,Ignite Pizzeria,5.0,"987 Mainland Street, Vancouver, BC V6B 1T2, Canada"
49.274566,-123.121817,Number e food,5.0,"1308 Burrard Street, Vancouver, BC V6Z 2B7, Canada"
49.274566,-123.121817,Autostrada Osteria,5.0,"350 W Pender st, Vancouver, BC V6B 1T1, Canada"
49.274566,-123.121817,7 Days Coffee,4.5,"920 Beatty Street, Vancouver, BC V6Z 3G6, Canada"
49.274566,-123.121817,The Magnet,4.5,"309 W Pender Street, Vancouver, BC V6B 1T3, Canada"
49.274566,-123.121817,Keto Caveman Davie,4.5,"1230 Davie Street, Vancouver, BC V6E 2M6, Canada"
49.274566,-123.121817,Trish Juice,4.5,"981 Hornby Street, Vancouver, BC V6Z 3G5, Canada"
49.274566,-123.121817,Convivial Cafe and Bakery,4.5,"680A Leg In Boot Square, Vancouver, BC V5Z 4B4, Canada"
49.274566,-123.121817,Tom Sushi,4.5,"1175 Davie St, Vancouver, BC V6E 1N2, Canada"
49.274566,-123.121817,Fresh Donair,4.5,"1009 Granville Street, Vancouver, BC V6Z 1L4, Canada"
49.274566,-123.121817,Noah's Cafe,4.5,"572 Davie Street, Vancouver, BC V6B 2G4, Canada"
49.274566,-123.121817,Mount Everest Kitchen & Grill,4.5,"538 Seymour Street, Vancouver, BC V6B 3J5, Canada"
49.274566,-123.121817,L'Orangerie Dining Room & Loung,4.5,"788 Richards Street, 5th Floor, Vancouver, BC V6B 0C8, Canada"
49.274566,-123.121817,Sushi Jin,4.5,"750 Nelson Street, Vancouver, BC V6Z 1A8, Canada"
49.274566,-123.121817,Happy Noodle House,4.5,"630 Davie Street, Vancouver, BC V6B 2G5, Canada"
49.274566,-123.121817,Social Crust,5.0,"335 W Pender St, Vancouver, BC V6B 1T3, Canada"
49.274566,-123.121817,JJ's Fine Dining,4.5,"250 W Pender St, 3rd Fl, Vancouver, BC V6B 1S9, Canada"
49.274566,-123.121817,Obanhmi,5.0,"1239 Pacific Boulevard, Vancouver, BC V6Z 2R6, Canada"
49.274566,-123.121817,Mumgry,5.0,"Vancouver, BC, Canada"
49.274566,-123.121817,O-Cha Tea Bar,4.5,"1116 Homer St, Vancouver, BC V6B 2X6, Canada"
49.274566,-123.121817,The Dirty Apron Delicatessen,4.5,"540 Beatty St, Vancouver, BC V6B 2L3, Canada"
49.274566,-123.121817,RV’s Butter Kitchen,4.5,"1355 Hornby St, Vancouver, BC V6Z 1W7, Canada"
49.274566,-123.121817,Loving Hut Express,4.5,"1200 Pacific Boulevard, Vancouver, BC V6Z 2V4, Canada"
49.274566,-123.121817,The Poke Guy,4.5,"150-840 Howe Street, Vancouver, BC V6Z 2L2, Canada"
49.274566,-123.121817,Brunch,4.5,"1147 Granville Street, Vancouver, BC V6Z 1M1, Canada"
49.274566,-123.121817,Super Chef Grill,4.5,"280 Robson Street, Vancouver, BC V6B 0E7, Canada"
49.274566,-123.121817,Jam Cafe on Beatty,4.5,"556 Beatty Street, Vancouver, BC V6B 2L3, Canada"
49.274566,-123.121817,Carve,4.5,"Rogers Arena, Vancouver, BC, Canada"
49.274566,-123.121817,Fat Mao Noodles,4.5,"938 Helmcken Street, Vancouver, BC V6Z 2S5, Canada"
49.274566,-123.121817,Bon Macaron Patisserie,4.5,"4 1244 Cartwright Street, Vancouver, BC V6H 3R8, Canada"
49.274566,-123.121817,Tutto,4.5,"901 Homer St, Vancouver, BC V6B 2W6, Canada"
49.274566,-123.121817,Zab Zaab Thai Cuisine,4.5,"1211 Hamilton Street, Vancouver, BC V6B 6K3, Canada"
49.274566,-123.121817,Blue Water Cafe,4.5,"1095 Hamilton St, Vancouver, BC V6B 5T4, Canada"
49.274566,-123.121817,Fanny Bay Oyster Bar & Shellfish Market,4.5,"762 Cambie St, Vancouver, BC V6B 2P2, Canada"
49.274566,-123.121817,La Taqueria Pinche Taco Shop,4.5,"322 W Hastings Street, Vancouver, BC V8B 1K6, Canada"
49.274566,-123.121817,1927 Lobby Lounge,4.5,"801 W Georgia Street, Vancouver, BC V6C 1P7, Canada"
49.274566,-123.121817,OEB Breakfast Co. Yaletown,4.5,"1137 Marinaside Crescent, Vancouver, BC V6Z 2Y3, Canada"
49.274566,-123.121817,Eat Chicken Wraps,4.5,"800 Howe St, Vancouver, BC V6Z 1A1, Canada"
49.274566,-123.121817,Papparoti,4.5,"193 Keefer Place, Unit 103, Vancouver, BC V6B 6C1, Canada"
49.274566,-123.121817,Nemesis Coffee,4.5,"302 W Hastings Street, Vancouver, BC V6B 2N4, Canada"
49.274566,-123.121817,Nightshade,4.5,"1079 Mainland St, Vancouver, BC V6B 5P9, Canada"
49.274566,-123.121817,Moltaqa Moroccan Restaurant,4.5,"1002 Mainland St, Vancouver, BC V6B 6J8, Canada"
49.274566,-123.121817,Nero Waffles,4.5,"1002 Seymour Street, Vancouver, BC V6B 3M6, Canada"
49.279764,-123.110154,Grab N Go,5.0,"1207 Hamilton Street, Vancouver, BC V6B 5P6, Canada"
49.279764,-123.110154,Curry Hut Indian Bistro,5.0,"445 Howe Street, Vancouver, BC V6C 2X6, Canada"
49.279764,-123.110154,Smithe Salad,5.0,"191 Smithe Street, Vancouver, BC V6B 4Z8, Canada"
49.279764,-123.110154,Pi Co Pizza,5.0,"574 Granville Street, Vancouver, BC V6C 1W6, Canada"
49.279764,-123.110154,Robba Da Matti,5.0,"12 Powell St, Vancouver, BC V6A 1E7, Canada"
49.279764,-123.110154,Incognito Coffee,5.0,"843 Seymour Street, Vancouver, BC V6B 3L4, Canada"
49.279764,-123.110154,Ignite Pizzeria,5.0,"987 Mainland Street, Vancouver, BC V6B 1T2, Canada"
49.279764,-123.110154,Skewers Souvlaki Pita Bar,5.0,"26 Powell Street, Vancouver, BC V6A 1E7, Canada"
49.279764,-123.110154,Autostrada Osteria,5.0,"350 W Pender st, Vancouver, BC V6B 1T1, Canada"
49.279764,-123.110154,7 Days Coffee,4.5,"920 Beatty Street, Vancouver, BC V6Z 3G6, Canada"
49.279764,-123.110154,The Magnet,4.5,"309 W Pender Street, Vancouver, BC V6B 1T3, Canada"
49.279764,-123.110154,Le Petit Belge,4.5,"1007 Main Street, Vancouver, BC V6A 4L4, Canada"
49.279764,-123.110154,Fresh Donair,4.5,"1009 Granville Street, Vancouver, BC V6Z 1L4, Canada"
49.279764,-123.110154,Aiyaohno Cafe,4.5,"425 Carrall Street, Vancouver, BC V6B 6E3, Canada"
49.279764,-123.110154,Mount Everest Kitchen & Grill,4.5,"538 Seymour Street, Vancouver, BC V6B 3J5, Canada"
49.279764,-123.110154,Captain's Oven Pizza,4.5,"1110 W Pender Street, Vancouver, BC V6E 2S1, Canada"
49.279764,-123.110154,L'Orangerie Dining Room & Loung,4.5,"788 Richards Street, 5th Floor, Vancouver, BC V6B 0C8, Canada"
49.279764,-123.110154,Sushi Jin,4.5,"750 Nelson Street, Vancouver, BC V6Z 1A8, Canada"
49.279764,-123.110154,Manpuku Bento,4.5,"288 E Pender Street, Vancouver, BC V6A 1T7, Canada"
49.279764,-123.110154,Wabukuro,4.5,"660 Abbott Street, Vancouver, BC V6B 0E1, Canada"
49.279764,-123.110154,Indian Delicacy,4.5,"1130 West pender st, Vancouver, BC V6E 4A4, Canada"
49.279764,-123.110154,Kouign Café,4.5,"18 East Pender Street, Vancouver, BC V6A 1T1, Canada"
49.279764,-123.110154,Bali Thai,4.5,"88 W Pender Street, Vancouver, BC V6B 1R3, Canada"
49.279764,-123.110154,Social Crust,5.0,"335 W Pender St, Vancouver, BC V6B 1T3, Canada"
49.279764,-123.110154,Little Bangkok Thai Kitchen 2,5.0,"88 W Pender Street, Unit 2007, Vancouver, BC V6B 6N9, Canada"
49.279764,-123.110154,JJ's Fine Dining,4.5,"250 W Pender St, 3rd Fl, Vancouver, BC V6B 1S9, Canada"
49.279764,-123.110154,Obanhmi,5.0,"1239 Pacific Boulevard, Vancouver, BC V6Z 2R6, Canada"
49.279764,-123.110154,Mumgry,5.0,"Vancouver, BC, Canada"
49.279764,-123.110154,O-Cha Tea Bar,4.5,"1116 Homer St, Vancouver, BC V6B 2X6, Canada"
49.279764,-123.110154,Vegan Cave Cafe,4.5,"415 Abbott Street, Vancouver, BC V6B 1R3, Canada"
49.279764,-123.110154,Oyster Express,4.5,"296 Keefer Street, Vancouver, BC V6A 1X5, Canada"
49.279764,-123.110154,The Dirty Apron Delicatessen,4.5,"540 Beatty St, Vancouver, BC V6B 2L3, Canada"
49.279764,-123.110154,The Poke Guy,4.5,"420 Richards Street, Vancouver, BC V6B 2Z4, Canada"
49.279764,-123.110154,Chinatown BBQ,4.5,"130 E Pender Street, Vancouver, BC V6A 1T3, Canada"
49.279764,-123.110154,Loving Hut Express,4.5,"1200 Pacific Boulevard, Vancouver, BC V6Z 2V4, Canada"
49.279764,-123.110154,Sandwich Plus,4.5,"530 Hornby Street, Vancouver, BC V6C 2E7, Canada"
49.279764,-123.110154,The Poke Guy,4.5,"150-840 Howe Street, Vancouver, BC V6Z 2L2, Canada"
49.279764,-123.110154,Barbara,4.5,"305 East Pender Street, Vancouver, BC V6A 0J3, Canada"
49.279764,-123.110154,Deville Coffee,4.5,"325 Seymour Street, Vancouver, BC V6B 5A7, Canada"
49.279764,-123.110154,St Lawrence Restaurant,4.5,"269 Powell Street, Vancouver, BC V6A 1G3, Canada"
49.279764,-123.110154,Super Chef Grill,4.5,"280 Robson Street, Vancouver, BC V6B 0E7, Canada"
49.279764,-123.110154,Monarca,4.5,"181 Carrall Street, Vancouver, BC V6B 1A1, Canada"
49.279764,-123.110154,Jam Cafe on Beatty,4.5,"556 Beatty Street, Vancouver, BC V6B 2L3, Canada"
49.279764,-123.110154,Hellcrust Pizza,4.5,"433 Seymour Street, Vancouver, BC V6B 1P2, Canada"
49.279764,-123.110154,Kozak Ukraïnian Eatery,4.5,"1 W Cordova Street, Vancouver, BC V6C 3N8, Canada"
49.279764,-123.110154,Carve,4.5,"Rogers Arena, Vancouver, BC, Canada"
49.279764,-123.110154,Caveman Cafe,4.5,"88 W Pender Street, Unit 1005, Vancouver, BC V6B 6N8, Canada"
49.279764,-123.110154,Melville Cafe,4.5,"1170 Melville Street, Vancouver, BC V6E 4P6, Canada"
49.279764,-123.110154,World Wrap Place,4.5,"68 Water Street, Suite 101, Vancouver, BC V6B 1A4, Canada"
49.279764,-123.110154,Caffe Di Beppe,4.5,"2 W Cordova Street, Vancouver, BC V6B 1C9, Canada"
49.260599,-123.113504,The Golden Horn Turkish Bakery & Cafe,5.0,"2857 Cambie Street, Vancouver, BC V5Z 3Y8, Canada"
49.260599,-123.113504,Blaze Gourmet Burgers,5.0,"43 E 5th Avenue, Vancouver, BC V5T 1G7, Canada"
49.260599,-123.113504,Pizza Rubato Napoletana,5.0,"561 W Broadway, Vancouver, BC V5Z 1E6, Canada"
49.260599,-123.113504,Jitlada,5.0,"118 W 6th Avenue, Vancouver, BC V5Y 1K6, Canada"
49.260599,-123.113504,Pizzamia Gourmet Pizza Bar,4.5,"407 W Broadway, Vancouver, BC V5Y 1R4, Canada"
49.260599,-123.113504,La Taqueria Food Truck,4.5,"Vancouver, BC, Canada"
49.260599,-123.113504,Happy Wood BBQ House,4.5,"967 West Broadway, Vancouver, BC V5Z 1K3, Canada"
49.260599,-123.113504,Convivial Cafe and Bakery,4.5,"680A Leg In Boot Square, Vancouver, BC V5Z 4B4, Canada"
49.260599,-123.113504,Superbaba,4.5,"2419 Main St, Vancouver, BC V5T 3E1, Canada"
49.260599,-123.113504,Rolling Cashew,4.5,"401 Industrial Avenue, Vancouver, BC V6A 2P8, Canada"
49.260599,-123.113504,Side Hustle Sandwiches,4.5,"151 E 8th Avenue, Vancouver, BC V5T 1R8, Canada"
49.260599,-123.113504,Seaport City Seafood Restaurant,4.5,"2425 Cambie Street, Vancouver, BC V5Z 4M5, Canada"
49.260599,-123.113504,Tatta Chulha,4.5,"147 E Broadway, Vancouver, BC V5T 1W1, Canada"
49.260599,-123.113504,Deja Brew,4.5,"943 W Broadway, Unit 160, Vancouver, BC V5Z 4E1, Canada"
49.260599,-123.113504,Zarak By Afghan Kitchen,4.5,"2102 Main Street, Vancouver, BC V5T 0K1, Canada"
49.260599,-123.113504,Mangia Cucina & Bar,4.5,"2211 Manitoba St, Vancouver, BC V5Y 3A3, Canada"
49.260599,-123.113504,Cilantro Indian Cuisine,4.5,"189 W Broadway, Vancouver, BC V5Y 1P4, Canada"
49.260599,-123.113504,The Real Patty Co,5.0,"Delta, BC V4C 4M5, Canada"
49.260599,-123.113504,Pizzeria Grano,4.5,"3240 Main Street, Vancouver, BC V5V 3M5, Canada"
49.260599,-123.113504,Taco Nori Sushi Tacos,4.5,"118 West 6th Avenue, Vancouver, BC V5Y 1K6, Canada"
49.260599,-123.113504,River's Sushi,5.0,"678 W Broadway, Vancouver, BC V5Z 1G1, Canada"
49.260599,-123.113504,Elephant Garden Creamery,4.5,"2080 Commercial Dr, Vancouver, BC V5N 1L4, Canada"
49.260599,-123.113504,Indian Roti Kitchen,4.5,"2961 Cambie Street, Vancouver, BC V5Z 2V7, Canada"
49.260599,-123.113504,Level V Bakery,4.5,"39 Kingsway, Vancouver, BC V5T 3H7, Canada"
49.260599,-123.113504,Cafe Tica,4.5,"2408 Alberta Street, Vancouver, BC V5Y 3Y6, Canada"
49.260599,-123.113504,Published On Main,4.5,"3593 Main Street, Vancouver, BC V5V 3N4, Canada"
49.260599,-123.113504,Halfday Tea + Flower,4.5,"895  W Broadway, Vancouver, BC V5Z 3T2, Canada"
49.260599,-123.113504,Sushi Hil,4.5,"3330 Main Street, Vancouver, BC V5V 3M7, Canada"
49.260599,-123.113504,Takenaka,4.5,"1370 Georgia Street, Vancouver, BC V5L 2A8, Canada"
49.260599,-123.113504,La Ruota,4.5,"2325 Cambie Street, Vancouver, BC V5Z 2T9, Canada"
49.260599,-123.113504,Simit Bakery,4.5,"191 West Broadway, Vancouver, BC V5Y 1P4, Canada"
49.260599,-123.113504,Uma Sushi,4.5,"450 W 8th Avenue, Vancouver, BC V5Y 1N9, Canada"
49.260599,-123.113504,Maizal RMF,4.5,"2815 Main Street, Vancouver, BC V5T 3G1, Canada"
49.260599,-123.113504,Cafe & Life Co.,4.5,"511 W 7th Avenue, Suite 117, Vancouver, BC V5Z 2T5, Canada"
49.260599,-123.113504,Yu Shang Hot Pot,4.5,"202-950 W Broadway, Vancouver, BC V5Z 1K7, Canada"
49.260599,-123.113504,Pokerrito,5.0,"350 W 8th Avenue, Vancouver, BC V5Y 3X2, Canada"
49.260599,-123.113504,Sizzling Wok,4.5,"555 12th Avenue W, Vancouver, BC V5Z 3X7, Canada"
49.260599,-123.113504,Saku,4.0,"548 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.260599,-123.113504,Toshi Sushi,4.0,"181 East 16th Avenue, Vancouver, BC V5T 4R2, Canada"
49.260599,-123.113504,K Cafe,4.0,"2533 Heather Street, Vancouver, BC V5Z 3J2, Canada"
49.260599,-123.113504,La Taqueria Pinche Taco Shop,4.0,"2450 Yukon Street, Vancouver, BC V5Z 3V6, Canada"
49.260599,-123.113504,Passion8 Dessert Cafe,4.0,"3010 Cambie Street, Vancouver, BC V5Z 2V9, Canada"
49.260599,-123.113504,Kind Cafe,4.0,"3080 Main Street, Vancouver, BC V5T 3G5, Canada"
49.260599,-123.113504,Aperture Coffee Bar,4.0,"243 W Broadway, Vancouver, BC V5Y 3L1, Canada"
49.260599,-123.113504,Kranky Cafe,4.0,"228 E 4th Avenue, Suite 216, Vancouver, BC V5T 1G5, Canada"
49.260599,-123.113504,Hokkaido Ramen Santouka,4.0,"558 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.260599,-123.113504,Chouchou Breton Crepes,4.0,"110 Water Street, Vancouver, BC V6B 1B2, Canada"
49.260599,-123.113504,Gyu-Kaku Japanese BBQ,4.0,"#201-950 W. Broadway, Vancouver, BC V5Z 1K7, Canada"
49.260599,-123.113504,Lotus Seed Vegan,4.0,"736 W Broadway, Vancouver, BC V5Z 1G8, Canada"
49.260599,-123.113504,Suyo Modern Peruvian,4.0,"3475 Main Street, Vancouver, BC V5V 3M9, Canada"
49.264215,-123.117772,The Golden Horn Turkish Bakery & Cafe,5.0,"2857 Cambie Street, Vancouver, BC V5Z 3Y8, Canada"
49.264215,-123.117772,Pizza Rubato Napoletana,5.0,"561 W Broadway, Vancouver, BC V5Z 1E6, Canada"
49.264215,-123.117772,Jitlada,5.0,"118 W 6th Avenue, Vancouver, BC V5Y 1K6, Canada"
49.264215,-123.117772,Pizzamia Gourmet Pizza Bar,4.5,"407 W Broadway, Vancouver, BC V5Y 1R4, Canada"
49.264215,-123.117772,La Taqueria Food Truck,4.5,"Vancouver, BC, Canada"
49.264215,-123.117772,Happy Wood BBQ House,4.5,"967 West Broadway, Vancouver, BC V5Z 1K3, Canada"
49.264215,-123.117772,Convivial Cafe and Bakery,4.5,"680A Leg In Boot Square, Vancouver, BC V5Z 4B4, Canada"
49.264215,-123.117772,Rolling Cashew,4.5,"401 Industrial Avenue, Vancouver, BC V6A 2P8, Canada"
49.264215,-123.117772,Seaport City Seafood Restaurant,4.5,"2425 Cambie Street, Vancouver, BC V5Z 4M5, Canada"
49.264215,-123.117772,Deja Brew,4.5,"943 W Broadway, Unit 160, Vancouver, BC V5Z 4E1, Canada"
49.264215,-123.117772,Mangia Cucina & Bar,4.5,"2211 Manitoba St, Vancouver, BC V5Y 3A3, Canada"
49.264215,-123.117772,Cilantro Indian Cuisine,4.5,"189 W Broadway, Vancouver, BC V5Y 1P4, Canada"
49.264215,-123.117772,The Real Patty Co,5.0,"Delta, BC V4C 4M5, Canada"
49.264215,-123.117772,Taco Nori Sushi Tacos,4.5,"118 West 6th Avenue, Vancouver, BC V5Y 1K6, Canada"
49.264215,-123.117772,River's Sushi,5.0,"678 W Broadway, Vancouver, BC V5Z 1G1, Canada"
49.264215,-123.117772,Elephant Garden Creamery,4.5,"2080 Commercial Dr, Vancouver, BC V5N 1L4, Canada"
49.264215,-123.117772,Indian Roti Kitchen,4.5,"2961 Cambie Street, Vancouver, BC V5Z 2V7, Canada"
49.264215,-123.117772,Salmon n' Bannock,4.5,"1128 W Broadway, Unit 7, Vancouver, BC V6H 1G5, Canada"
49.264215,-123.117772,Saucin Staples,4.5,"1073 W Broadway, Vancouver, BC V6H 1E2, Canada"
49.264215,-123.117772,Cafe Tica,4.5,"2408 Alberta Street, Vancouver, BC V5Y 3Y6, Canada"
49.264215,-123.117772,Halfday Tea + Flower,4.5,"895  W Broadway, Vancouver, BC V5Z 3T2, Canada"
49.264215,-123.117772,Takenaka,4.5,"1370 Georgia Street, Vancouver, BC V5L 2A8, Canada"
49.264215,-123.117772,La Ruota,4.5,"2325 Cambie Street, Vancouver, BC V5Z 2T9, Canada"
49.264215,-123.117772,Simit Bakery,4.5,"191 West Broadway, Vancouver, BC V5Y 1P4, Canada"
49.264215,-123.117772,Uma Sushi,4.5,"450 W 8th Avenue, Vancouver, BC V5Y 1N9, Canada"
49.264215,-123.117772,Cafe & Life Co.,4.5,"511 W 7th Avenue, Suite 117, Vancouver, BC V5Z 2T5, Canada"
49.264215,-123.117772,Yu Shang Hot Pot,4.5,"202-950 W Broadway, Vancouver, BC V5Z 1K7, Canada"
49.264215,-123.117772,Gusto A Taste of Italy,4.5,"1610 Salt St, Vancouver, BC V5Y 0E4, Canada"
49.264215,-123.117772,Pokerrito,5.0,"350 W 8th Avenue, Vancouver, BC V5Y 3X2, Canada"
49.264215,-123.117772,Sizzling Wok,4.5,"555 12th Avenue W, Vancouver, BC V5Z 3X7, Canada"
49.264215,-123.117772,Saku,4.0,"548 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.264215,-123.117772,K Cafe,4.0,"2533 Heather Street, Vancouver, BC V5Z 3J2, Canada"
49.264215,-123.117772,La Taqueria Pinche Taco Shop,4.0,"2450 Yukon Street, Vancouver, BC V5Z 3V6, Canada"
49.264215,-123.117772,Passion8 Dessert Cafe,4.0,"3010 Cambie Street, Vancouver, BC V5Z 2V9, Canada"
49.264215,-123.117772,Aperture Coffee Bar,4.0,"243 W Broadway, Vancouver, BC V5Y 3L1, Canada"
49.264215,-123.117772,Hokkaido Ramen Santouka,4.0,"558 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.264215,-123.117772,Chouchou Breton Crepes,4.0,"110 Water Street, Vancouver, BC V6B 1B2, Canada"
49.264215,-123.117772,Gyu-Kaku Japanese BBQ,4.0,"#201-950 W. Broadway, Vancouver, BC V5Z 1K7, Canada"
49.264215,-123.117772,Lotus Seed Vegan,4.0,"736 W Broadway, Vancouver, BC V5Z 1G8, Canada"
49.264215,-123.117772,Boca'o Spain in a bite,4.0,"Vancouver, BC V5Y 0B8, Canada"
49.264215,-123.117772,A.Bento,4.0,"656W Broadway, Vancouver, BC V5Z 1G1, Canada"
49.264215,-123.117772,John 3:16 Malaysian Delights,4.0,"1063 W Broadway, Vancouver, BC V6H 1E2, Canada"
49.264215,-123.117772,Shiro,4.0,"3096 Cambie Street, Vancouver, BC V5Z 2V9, Canada"
49.264215,-123.117772,Whitewood Coffee,4.0,"3208 Oak Street, Vancouver, BC V6H 2L3, Canada"
