latitude,longitude,num_bikes,uniqueId,ll,restaurants,name,rating,address
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Sizzling Wok,4.5,"555 12th Avenue W, Vancouver, BC V5Z 3X7, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Saku,4.0,"548 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Toshi Sushi,4.0,"181 East 16th Avenue, Vancouver, BC V5T 4R2, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,K Cafe,4.0,"2533 Heather Street, Vancouver, BC V5Z 3J2, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,La Taqueria Pinche Taco Shop,4.0,"2450 Yukon Street, Vancouver, BC V5Z 3V6, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Passion8 Dessert Cafe,4.0,"3010 Cambie Street, Vancouver, BC V5Z 2V9, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Kind Cafe,4.0,"3080 Main Street, Vancouver, BC V5T 3G5, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Aperture Coffee Bar,4.0,"243 W Broadway, Vancouver, BC V5Y 3L1, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Hokkaido Ramen Santouka,4.0,"558 W Broadway, Vancouver, BC V5Z 1E9, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Chouchou Breton Crepes,4.0,"110 Water Street, Vancouver, BC V6B 1B2, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Gyu-Kaku Japanese BBQ,4.0,"#201-950 W. Broadway, Vancouver, BC V5Z 1K7, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Lotus Seed Vegan,4.0,"736 W Broadway, Vancouver, BC V5Z 1G8, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Suyo Modern Peruvian,4.0,"3475 Main Street, Vancouver, BC V5V 3M9, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,49th Parallel Coffee,4.0,"2902 Main Street, Vancouver, BC V5T 0C1, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,Boca'o Spain in a bite,4.0,"Vancouver, BC V5Y 0B8, Canada"
49.262487,-123.114397,21,7a19c49f486d7c0c02b3685d7b240448,"49.262487,-123.114397",50,A.Bento,4.0,"656W Broadway, Vancouver, BC V5Z 1G1, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Grab N Go,5.0,"1207 Hamilton Street, Vancouver, BC V6B 5P6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Caffe Mira,5.0,"1225 Burrard St, Vancouver, BC V6Z 1Z5, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Cardero Cafe,5.0,"1105 Davie St, Vancouver, BC V6E 1N2, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Manoush'eh,5.0,"620 Davie Street, Vancouver, BC V6B 2G5, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Smithe Salad,5.0,"191 Smithe Street, Vancouver, BC V6B 4Z8, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,inBtwn Cafe,5.0,"1625 Hornby Street, Suite 101, Vancouver, BC V6Z 2M2, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Incognito Coffee,5.0,"843 Seymour Street, Vancouver, BC V6B 3L4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Ignite Pizzeria,5.0,"987 Mainland Street, Vancouver, BC V6B 1T2, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Number e food,5.0,"1308 Burrard Street, Vancouver, BC V6Z 2B7, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Autostrada Osteria,5.0,"350 W Pender st, Vancouver, BC V6B 1T1, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,7 Days Coffee,4.5,"920 Beatty Street, Vancouver, BC V6Z 3G6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,The Magnet,4.5,"309 W Pender Street, Vancouver, BC V6B 1T3, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Keto Caveman Davie,4.5,"1230 Davie Street, Vancouver, BC V6E 2M6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Trish Juice,4.5,"981 Hornby Street, Vancouver, BC V6Z 3G5, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Convivial Cafe and Bakery,4.5,"680A Leg In Boot Square, Vancouver, BC V5Z 4B4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Tom Sushi,4.5,"1175 Davie St, Vancouver, BC V6E 1N2, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Fresh Donair,4.5,"1009 Granville Street, Vancouver, BC V6Z 1L4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Noah's Cafe,4.5,"572 Davie Street, Vancouver, BC V6B 2G4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Mount Everest Kitchen & Grill,4.5,"538 Seymour Street, Vancouver, BC V6B 3J5, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,L'Orangerie Dining Room & Loung,4.5,"788 Richards Street, 5th Floor, Vancouver, BC V6B 0C8, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Sushi Jin,4.5,"750 Nelson Street, Vancouver, BC V6Z 1A8, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Happy Noodle House,4.5,"630 Davie Street, Vancouver, BC V6B 2G5, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Social Crust,5.0,"335 W Pender St, Vancouver, BC V6B 1T3, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,JJ's Fine Dining,4.5,"250 W Pender St, 3rd Fl, Vancouver, BC V6B 1S9, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Obanhmi,5.0,"1239 Pacific Boulevard, Vancouver, BC V6Z 2R6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Mumgry,5.0,"Vancouver, BC, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,O-Cha Tea Bar,4.5,"1116 Homer St, Vancouver, BC V6B 2X6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,The Dirty Apron Delicatessen,4.5,"540 Beatty St, Vancouver, BC V6B 2L3, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,RV’s Butter Kitchen,4.5,"1355 Hornby St, Vancouver, BC V6Z 1W7, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Loving Hut Express,4.5,"1200 Pacific Boulevard, Vancouver, BC V6Z 2V4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,The Poke Guy,4.5,"150-840 Howe Street, Vancouver, BC V6Z 2L2, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Brunch,4.5,"1147 Granville Street, Vancouver, BC V6Z 1M1, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Super Chef Grill,4.5,"280 Robson Street, Vancouver, BC V6B 0E7, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Jam Cafe on Beatty,4.5,"556 Beatty Street, Vancouver, BC V6B 2L3, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Carve,4.5,"Rogers Arena, Vancouver, BC, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Fat Mao Noodles,4.5,"938 Helmcken Street, Vancouver, BC V6Z 2S5, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Bon Macaron Patisserie,4.5,"4 1244 Cartwright Street, Vancouver, BC V6H 3R8, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Tutto,4.5,"901 Homer St, Vancouver, BC V6B 2W6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Zab Zaab Thai Cuisine,4.5,"1211 Hamilton Street, Vancouver, BC V6B 6K3, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Blue Water Cafe,4.5,"1095 Hamilton St, Vancouver, BC V6B 5T4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Fanny Bay Oyster Bar & Shellfish Market,4.5,"762 Cambie St, Vancouver, BC V6B 2P2, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,La Taqueria Pinche Taco Shop,4.5,"322 W Hastings Street, Vancouver, BC V8B 1K6, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,1927 Lobby Lounge,4.5,"801 W Georgia Street, Vancouver, BC V6C 1P7, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,OEB Breakfast Co. Yaletown,4.5,"1137 Marinaside Crescent, Vancouver, BC V6Z 2Y3, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Eat Chicken Wraps,4.5,"800 Howe St, Vancouver, BC V6Z 1A1, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Papparoti,4.5,"193 Keefer Place, Unit 103, Vancouver, BC V6B 6C1, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Nemesis Coffee,4.5,"302 W Hastings Street, Vancouver, BC V6B 2N4, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Nightshade,4.5,"1079 Mainland St, Vancouver, BC V6B 5P9, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Moltaqa Moroccan Restaurant,4.5,"1002 Mainland St, Vancouver, BC V6B 6J8, Canada"
49.274566,-123.121817,9,32603a87cfca71d0f7dfa3513bad69d5,"49.274566,-123.121817",50,Nero Waffles,4.5,"1002 Seymour Street, Vancouver, BC V6B 3M6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Grab N Go,5.0,"1207 Hamilton Street, Vancouver, BC V6B 5P6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Curry Hut Indian Bistro,5.0,"445 Howe Street, Vancouver, BC V6C 2X6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Smithe Salad,5.0,"191 Smithe Street, Vancouver, BC V6B 4Z8, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Pi Co Pizza,5.0,"574 Granville Street, Vancouver, BC V6C 1W6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Robba Da Matti,5.0,"12 Powell St, Vancouver, BC V6A 1E7, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Incognito Coffee,5.0,"843 Seymour Street, Vancouver, BC V6B 3L4, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Ignite Pizzeria,5.0,"987 Mainland Street, Vancouver, BC V6B 1T2, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Skewers Souvlaki Pita Bar,5.0,"26 Powell Street, Vancouver, BC V6A 1E7, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Autostrada Osteria,5.0,"350 W Pender st, Vancouver, BC V6B 1T1, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,7 Days Coffee,4.5,"920 Beatty Street, Vancouver, BC V6Z 3G6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,The Magnet,4.5,"309 W Pender Street, Vancouver, BC V6B 1T3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Le Petit Belge,4.5,"1007 Main Street, Vancouver, BC V6A 4L4, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Fresh Donair,4.5,"1009 Granville Street, Vancouver, BC V6Z 1L4, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Aiyaohno Cafe,4.5,"425 Carrall Street, Vancouver, BC V6B 6E3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Mount Everest Kitchen & Grill,4.5,"538 Seymour Street, Vancouver, BC V6B 3J5, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Captain's Oven Pizza,4.5,"1110 W Pender Street, Vancouver, BC V6E 2S1, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,L'Orangerie Dining Room & Loung,4.5,"788 Richards Street, 5th Floor, Vancouver, BC V6B 0C8, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Sushi Jin,4.5,"750 Nelson Street, Vancouver, BC V6Z 1A8, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Manpuku Bento,4.5,"288 E Pender Street, Vancouver, BC V6A 1T7, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Wabukuro,4.5,"660 Abbott Street, Vancouver, BC V6B 0E1, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Indian Delicacy,4.5,"1130 West pender st, Vancouver, BC V6E 4A4, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Kouign Café,4.5,"18 East Pender Street, Vancouver, BC V6A 1T1, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Bali Thai,4.5,"88 W Pender Street, Vancouver, BC V6B 1R3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Social Crust,5.0,"335 W Pender St, Vancouver, BC V6B 1T3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Little Bangkok Thai Kitchen 2,5.0,"88 W Pender Street, Unit 2007, Vancouver, BC V6B 6N9, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,JJ's Fine Dining,4.5,"250 W Pender St, 3rd Fl, Vancouver, BC V6B 1S9, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Obanhmi,5.0,"1239 Pacific Boulevard, Vancouver, BC V6Z 2R6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Mumgry,5.0,"Vancouver, BC, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,O-Cha Tea Bar,4.5,"1116 Homer St, Vancouver, BC V6B 2X6, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Vegan Cave Cafe,4.5,"415 Abbott Street, Vancouver, BC V6B 1R3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Oyster Express,4.5,"296 Keefer Street, Vancouver, BC V6A 1X5, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,The Dirty Apron Delicatessen,4.5,"540 Beatty St, Vancouver, BC V6B 2L3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,The Poke Guy,4.5,"420 Richards Street, Vancouver, BC V6B 2Z4, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Chinatown BBQ,4.5,"130 E Pender Street, Vancouver, BC V6A 1T3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Loving Hut Express,4.5,"1200 Pacific Boulevard, Vancouver, BC V6Z 2V4, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Sandwich Plus,4.5,"530 Hornby Street, Vancouver, BC V6C 2E7, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,The Poke Guy,4.5,"150-840 Howe Street, Vancouver, BC V6Z 2L2, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Barbara,4.5,"305 East Pender Street, Vancouver, BC V6A 0J3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Deville Coffee,4.5,"325 Seymour Street, Vancouver, BC V6B 5A7, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,St Lawrence Restaurant,4.5,"269 Powell Street, Vancouver, BC V6A 1G3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Super Chef Grill,4.5,"280 Robson Street, Vancouver, BC V6B 0E7, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Monarca,4.5,"181 Carrall Street, Vancouver, BC V6B 1A1, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Jam Cafe on Beatty,4.5,"556 Beatty Street, Vancouver, BC V6B 2L3, Canada"
49.279764,-123.110154,13,6d42fa40360f9a6b2bf641c7b8bb2862,"49.279764,-123.110154",50,Hellcrust Pizza,4.5,"433 Seymour Street, Vancouver, BC V6B 1P2, Canada"
